idPayment,Amount,PaymentDate
502,0.99,"2005-07-30 14:29:29"
503,9.99,"2005-07-31 20:01:06"
504,7.99,"2005-07-31 23:40:35"
505,8.99,"2005-08-16 23:27:36"
506,5.99,"2005-08-17 14:10:22"
507,9.99,"2005-08-18 02:31:18"
508,2.99,"2005-08-18 07:40:52"
509,8.99,"2005-08-20 09:53:44"
510,8.99,"2005-08-20 12:46:32"
511,4.99,"2005-08-21 00:33:03"
512,2.99,"2005-08-22 09:57:16"
513,0.99,"2005-08-23 03:46:47"
514,2.99,"2005-05-26 07:27:36"
515,6.99,"2005-05-28 00:54:39"
516,1.99,"2005-05-28 07:16:25"
517,0.99,"2005-06-16 02:33:53"
518,3.99,"2005-06-17 21:16:41"
519,4.99,"2005-06-18 11:46:26"
520,4.99,"2005-06-21 11:21:38"
521,3.99,"2005-07-07 00:48:25"
522,2.99,"2005-07-07 21:39:45"
523,2.99,"2005-07-10 11:03:20"
524,2.99,"2005-07-11 15:10:18"
525,6.99,"2005-07-11 15:53:00"
526,4.99,"2005-07-27 09:31:44"
527,5.99,"2005-07-28 10:06:10"
528,2.99,"2005-07-28 19:45:19"
529,4.99,"2005-07-30 07:55:14"
530,3.99,"2005-07-30 22:53:52"
531,4.99,"2005-08-01 03:33:19"
532,7.99,"2005-08-01 14:59:50"
533,1.99,"2005-08-02 03:30:24"
534,0.99,"2005-08-17 12:27:55"
535,0.99,"2005-08-18 01:28:15"
536,4.99,"2005-08-19 08:48:37"
537,4.99,"2005-08-19 12:26:32"
538,2.99,"2005-08-19 19:25:42"
539,2.99,"2005-08-21 18:03:20"
540,6.99,"2005-08-22 10:19:58"
541,1.99,"2005-08-22 14:37:22"
542,0.99,"2005-08-22 17:53:06"
543,2.99,"2005-08-23 01:10:42"
544,3.99,"2005-05-26 15:42:20"
545,3.99,"2005-05-27 20:11:47"
546,0.99,"2005-05-28 10:15:04"
547,7.99,"2005-06-18 04:08:50"
548,4.99,"2005-06-18 06:13:41"
549,2.99,"2005-06-18 15:37:55"
550,4.99,"2005-06-19 21:14:33"
551,10.99,"2005-06-21 01:04:35"
552,4.99,"2005-07-09 06:42:32"
553,3.99,"2005-07-10 13:27:40"
554,2.99,"2005-07-10 23:43:23"
555,1.99,"2005-07-26 23:28:13"
556,0.99,"2005-07-28 14:56:54"
557,6.99,"2005-07-28 22:56:11"
558,2.99,"2005-07-29 23:49:23"
559,0.99,"2005-07-30 10:45:12"
560,5.99,"2005-07-31 07:29:25"
561,4.99,"2005-08-01 13:23:06"
562,0.99,"2005-08-01 19:28:47"
563,0.99,"2005-08-02 07:10:57"
564,0.99,"2005-08-17 17:53:09"
565,2.99,"2005-08-17 23:34:16"
566,4.99,"2005-08-18 19:07:23"
567,6.99,"2005-08-18 23:34:22"
568,2.99,"2005-08-19 21:37:57"
569,4.99,"2005-08-19 22:09:28"
570,4.99,"2005-08-19 22:43:38"
571,8.99,"2005-08-20 00:50:54"
572,9.99,"2005-08-20 09:26:14"
573,4.99,"2005-08-20 10:48:43"
574,8.99,"2005-08-20 23:24:07"
575,2.99,"2005-08-21 02:51:59"
576,2.99,"2005-08-21 12:10:41"
577,4.99,"2005-08-22 03:20:26"
578,2.99,"2006-02-14 15:16:03"
579,4.99,"2005-05-27 07:49:43"
580,4.99,"2005-05-28 08:31:36"
581,8.99,"2005-05-29 21:07:22"
582,2.99,"2005-06-21 17:18:01"
583,2.99,"2005-07-07 12:00:52"
584,6.99,"2005-07-09 15:23:42"
585,2.99,"2005-07-10 15:48:19"
586,4.99,"2005-07-27 04:42:08"
587,7.99,"2005-07-28 04:02:58"
588,0.99,"2005-07-30 20:38:05"
589,4.99,"2005-07-31 03:01:11"
590,5.99,"2005-08-17 19:54:54"
591,2.99,"2005-08-17 23:22:46"
592,0.99,"2005-08-19 00:42:24"
593,9.99,"2005-08-19 09:43:25"
594,2.99,"2005-08-20 22:18:53"
595,6.99,"2005-08-21 16:24:43"
596,7.99,"2005-08-22 13:18:25"
597,6.99,"2005-08-23 06:03:31"
598,4.99,"2005-08-23 08:48:43"
599,4.99,"2005-08-23 14:06:19"
600,4.99,"2006-02-14 15:16:03"
601,8.99,"2005-05-25 21:20:03"
602,2.99,"2005-05-28 20:15:30"
603,0.99,"2005-05-31 12:03:44"
604,1.99,"2005-06-19 16:44:35"
605,0.99,"2005-06-19 20:50:01"
606,5.99,"2005-06-20 10:48:56"
607,4.99,"2005-06-20 13:19:58"
608,2.99,"2005-06-21 21:49:18"
609,3.99,"2005-07-06 11:43:44"
610,2.99,"2005-07-06 13:53:41"
611,2.99,"2005-07-08 18:43:18"
612,2.99,"2005-07-11 12:43:07"
613,2.99,"2005-07-11 14:20:18"
614,5.99,"2005-07-12 22:30:15"
615,7.99,"2005-07-27 07:18:46"
616,2.99,"2005-07-28 15:33:03"
617,0.99,"2005-07-29 17:41:14"
618,5.99,"2005-07-30 12:55:36"
619,9.99,"2005-07-30 14:26:46"
620,3.99,"2005-07-31 08:25:03"
621,6.99,"2005-07-31 21:50:24"
622,2.99,"2005-08-02 01:29:57"
623,2.99,"2005-08-16 23:04:53"
624,2.99,"2005-08-19 18:31:50"
625,4.99,"2005-08-19 20:00:25"
626,6.99,"2005-08-19 23:25:37"
627,0.99,"2005-08-20 02:21:40"
628,0.99,"2005-08-20 04:12:41"
629,2.99,"2005-08-21 13:42:45"
630,2.99,"2006-02-14 15:16:03"
631,6.99,"2005-05-31 01:02:28"
632,2.99,"2005-05-31 10:22:54"
633,2.99,"2005-06-16 14:39:31"
634,2.99,"2005-06-17 16:27:51"
635,4.99,"2005-06-17 20:16:12"
636,5.99,"2005-06-18 19:28:02"
637,7.99,"2005-06-20 07:33:09"
638,7.99,"2005-07-06 07:32:42"
639,2.99,"2005-07-07 20:29:08"
640,0.99,"2005-07-09 16:00:34"
641,0.99,"2005-07-10 07:09:21"
642,4.99,"2005-07-12 19:46:29"
643,1.99,"2005-07-27 11:22:17"
644,4.99,"2005-07-30 03:15:37"
645,0.99,"2005-07-31 08:31:18"
646,0.99,"2005-07-31 15:08:47"
647,2.99,"2005-08-01 10:38:27"
648,2.99,"2005-08-02 12:09:45"
649,2.99,"2005-08-17 00:57:36"
650,8.99,"2005-08-18 00:53:37"
651,2.99,"2005-08-18 22:22:45"
652,1.99,"2005-08-19 07:34:53"
653,4.99,"2005-08-19 09:40:53"
654,0.99,"2005-08-19 16:45:59"
655,4.99,"2005-08-22 21:28:59"
656,7.99,"2005-05-25 14:31:25"
657,2.99,"2005-05-31 04:50:07"
658,4.99,"2005-06-15 12:17:34"
659,2.99,"2005-06-15 14:09:55"
660,6.99,"2005-06-16 17:13:23"
661,8.99,"2005-06-19 08:23:11"
662,4.99,"2005-06-20 02:41:28"
663,4.99,"2005-06-21 20:53:31"
664,2.99,"2005-07-07 15:26:31"
665,0.99,"2005-07-07 17:50:27"
666,2.99,"2005-07-07 21:31:53"
667,2.99,"2005-07-10 19:19:43"
668,4.99,"2005-07-12 11:06:17"
669,2.99,"2005-07-12 22:02:18"
670,2.99,"2005-07-29 15:40:57"
671,0.99,"2005-07-30 00:15:57"
672,8.99,"2005-07-30 10:12:01"
673,2.99,"2005-07-30 17:56:38"
674,2.99,"2005-07-31 14:59:37"
675,2.99,"2005-07-31 20:49:13"
676,5.99,"2005-08-01 04:49:06"
677,2.99,"2005-08-02 00:12:32"
678,2.99,"2005-08-02 02:05:59"
679,0.99,"2005-08-17 04:48:05"
680,0.99,"2005-08-19 04:48:48"
681,4.99,"2005-08-21 03:38:27"
682,4.99,"2005-08-21 05:13:16"
683,0.99,"2005-08-23 02:57:30"
684,5.99,"2005-08-23 20:00:30"
685,2.99,"2005-05-29 16:59:44"
686,2.99,"2005-05-31 14:33:56"
687,5.99,"2005-06-15 18:53:14"
688,4.99,"2005-06-16 14:01:02"
689,9.99,"2005-06-17 18:14:08"
690,3.99,"2005-06-18 17:07:34"
691,6.99,"2005-06-18 17:25:05"
692,4.99,"2005-06-19 01:27:46"
693,4.99,"2005-06-19 16:21:19"
694,2.99,"2005-07-07 04:32:28"
695,4.99,"2005-07-07 14:42:04"
696,4.99,"2005-07-07 20:41:03"
697,0.99,"2005-07-07 21:28:46"
698,6.99,"2005-07-07 22:39:02"
699,3.99,"2005-07-08 03:43:22"
700,6.99,"2005-07-08 09:09:46"
701,2.99,"2005-07-09 21:32:29"
702,1.99,"2005-07-11 09:19:31"
703,2.99,"2005-07-11 14:53:25"
704,0.99,"2005-07-27 13:55:18"
705,4.99,"2005-07-29 00:33:36"
706,0.99,"2005-07-30 23:31:40"
707,3.99,"2005-08-01 06:42:20"
708,3.99,"2005-08-02 04:48:11"
709,2.99,"2005-08-02 16:04:08"
710,0.99,"2005-08-02 17:00:12"
711,5.99,"2005-08-17 08:54:30"
712,4.99,"2005-08-19 11:25:10"
713,4.99,"2005-08-21 03:24:29"
714,8.99,"2005-08-21 03:37:42"
715,1.99,"2005-08-21 17:51:06"
716,7.99,"2005-08-21 20:12:30"
717,2.99,"2005-08-22 22:34:44"
718,7.99,"2005-08-23 11:16:29"
719,2.99,"2005-05-29 16:03:03"
720,4.99,"2005-06-15 10:11:42"
721,4.99,"2005-06-15 21:17:17"
722,2.99,"2005-06-16 13:05:09"
723,3.99,"2005-06-17 08:59:57"
724,2.99,"2005-06-18 23:48:47"
725,4.99,"2005-06-19 20:03:29"
726,1.99,"2005-06-20 12:28:59"
727,3.99,"2005-06-21 17:22:36"
728,0.99,"2005-07-07 02:52:53"
729,5.99,"2005-07-08 02:34:51"
730,0.99,"2005-07-10 03:01:19"
731,4.99,"2005-07-10 11:45:48"
732,0.99,"2005-07-11 07:36:50"
733,5.99,"2005-07-12 05:26:26"
734,4.99,"2005-07-12 11:13:21"
735,1.99,"2005-07-28 12:13:42"
736,0.99,"2005-07-30 14:06:53"
737,5.99,"2005-07-31 05:12:59"
738,7.99,"2005-07-31 06:34:55"
739,4.99,"2005-07-31 14:39:52"
740,7.99,"2005-08-01 21:51:15"
741,4.99,"2005-08-02 00:00:33"
742,0.99,"2005-08-02 13:12:17"
743,8.99,"2005-08-17 05:25:57"
744,6.99,"2005-08-17 08:48:31"
745,5.99,"2005-08-17 19:52:43"
746,0.99,"2005-08-18 11:28:14"
747,2.99,"2005-08-18 13:57:50"
748,4.99,"2005-08-20 13:13:56"
749,0.99,"2005-08-22 10:00:04"
750,2.99,"2005-05-27 10:37:27"
751,2.99,"2005-05-30 04:19:55"
752,2.99,"2005-06-15 04:58:07"
753,4.99,"2005-06-16 01:24:08"
754,3.99,"2005-06-18 08:18:52"
755,0.99,"2005-06-19 06:30:10"
756,0.99,"2005-06-21 02:25:00"
757,0.99,"2005-07-06 16:38:14"
758,0.99,"2005-07-08 11:45:35"
759,4.99,"2005-07-08 22:58:21"
760,2.99,"2005-07-10 07:21:27"
761,5.99,"2005-07-10 15:49:12"
762,0.99,"2005-07-11 02:49:01"
763,0.99,"2005-07-12 01:37:48"
764,9.99,"2005-07-27 23:07:40"
765,4.99,"2005-07-29 08:18:20"
766,2.99,"2005-07-30 01:07:12"
767,2.99,"2005-07-31 01:44:51"
768,4.99,"2005-07-31 03:22:30"
769,4.99,"2005-07-31 07:40:33"
770,2.99,"2005-07-31 21:14:02"
771,6.99,"2005-08-01 03:48:12"
772,2.99,"2005-08-02 20:32:55"
773,3.99,"2005-08-17 13:44:49"
774,2.99,"2005-08-18 01:54:44"
775,0.99,"2005-08-18 07:44:05"
776,2.99,"2005-08-18 20:59:17"
777,4.99,"2005-08-20 12:11:03"
778,2.99,"2005-08-21 15:34:23"
779,4.99,"2005-08-23 00:48:29"
780,2.99,"2005-08-23 02:08:40"
781,2.99,"2006-02-14 15:16:03"
782,1.99,"2005-05-26 06:52:33"
783,0.99,"2005-06-19 10:38:42"
784,0.99,"2005-06-19 11:42:20"
785,7.99,"2005-06-19 13:33:06"
786,2.99,"2005-06-19 15:42:07"
787,2.99,"2005-06-19 19:18:09"
788,2.99,"2005-06-20 04:16:07"
789,2.99,"2005-06-21 08:49:16"
790,6.99,"2005-07-07 14:24:30"
791,0.99,"2005-07-07 17:36:56"
792,0.99,"2005-07-08 03:40:46"
793,10.99,"2005-07-09 21:55:19"
794,1.99,"2005-07-10 17:59:29"
795,3.99,"2005-07-27 10:12:36"
796,6.99,"2005-07-27 18:18:41"
797,0.99,"2005-07-27 18:27:13"
798,2.99,"2005-07-29 15:50:14"
799,4.99,"2005-07-30 19:50:13"
800,4.99,"2005-07-31 15:48:54"
801,5.99,"2005-08-01 12:36:09"
802,1.99,"2005-08-02 01:30:21"
803,4.99,"2005-08-02 07:29:10"
804,2.99,"2005-08-17 17:34:38"
805,4.99,"2005-08-18 12:48:22"
806,2.99,"2005-08-18 13:20:13"
807,6.99,"2005-08-18 15:20:46"
808,6.99,"2005-08-18 17:16:07"
809,2.99,"2005-08-19 13:50:36"
810,0.99,"2005-08-19 23:36:25"
811,2.99,"2005-08-20 12:03:35"
812,3.99,"2005-08-20 14:00:25"
813,0.99,"2005-08-21 03:01:45"
814,4.99,"2005-08-21 21:01:19"
815,7.99,"2005-08-22 07:35:56"
816,5.99,"2005-08-22 07:53:00"
817,0.99,"2006-02-14 15:16:03"
818,1.99,"2005-06-17 02:39:20"
819,2.99,"2005-06-17 04:25:12"
820,4.99,"2005-06-17 22:59:42"
821,2.99,"2005-06-19 15:10:09"
822,4.99,"2005-07-06 22:23:02"
823,2.99,"2005-07-08 00:21:29"
824,2.99,"2005-07-08 09:13:28"
825,5.99,"2005-07-09 02:34:45"
826,9.99,"2005-07-09 06:44:30"
827,0.99,"2005-07-09 15:14:08"
828,7.99,"2005-07-11 00:08:54"
829,0.99,"2005-07-11 15:02:02"
830,2.99,"2005-07-11 21:06:17"
831,2.99,"2005-07-27 16:03:08"
832,4.99,"2005-07-28 06:45:23"
833,4.99,"2005-07-28 16:12:53"
834,4.99,"2005-07-28 16:32:55"
835,4.99,"2005-07-28 18:09:48"
836,2.99,"2005-07-29 14:37:30"
837,2.99,"2005-07-30 16:55:53"
838,0.99,"2005-07-31 02:04:58"
839,0.99,"2005-07-31 05:33:48"
840,2.99,"2005-07-31 17:40:35"
841,6.99,"2005-08-01 01:57:48"
842,2.99,"2005-08-18 03:27:11"
843,2.99,"2005-08-18 14:29:37"
844,0.99,"2005-08-18 22:58:34"
845,0.99,"2005-08-19 23:35:44"
846,4.99,"2005-08-20 08:50:39"
847,0.99,"2005-08-21 08:37:15"
848,2.99,"2005-08-21 17:18:33"
849,4.99,"2005-08-22 10:39:51"
850,4.99,"2005-08-23 04:17:56"
851,2.99,"2005-08-23 15:17:14"
852,4.99,"2005-06-16 10:05:40"
853,1.99,"2005-06-16 23:20:16"
854,0.99,"2005-06-18 03:57:36"
855,6.99,"2005-06-18 11:35:30"
856,7.99,"2005-06-18 15:49:48"
857,0.99,"2005-06-18 18:34:21"
858,0.99,"2005-06-19 01:20:00"
859,4.99,"2005-06-19 10:06:20"
860,2.99,"2005-06-20 18:05:15"
861,1.99,"2005-06-20 22:19:25"
862,0.99,"2005-06-21 00:38:47"
863,4.99,"2005-07-06 10:12:45"
864,4.99,"2005-07-06 22:45:10"
865,6.99,"2005-07-07 07:15:35"
866,9.99,"2005-07-08 13:24:58"
867,3.99,"2005-07-11 12:34:56"
868,4.99,"2005-07-12 06:26:10"
869,1.99,"2005-07-27 01:23:24"
870,3.99,"2005-07-27 06:47:13"
871,2.99,"2005-07-27 08:09:25"
872,2.99,"2005-07-27 18:49:42"
873,0.99,"2005-07-30 04:53:56"
874,4.99,"2005-08-17 22:17:09"
875,0.99,"2005-08-18 08:26:05"
876,6.99,"2005-08-23 09:37:34"
877,6.99,"2005-08-23 14:58:06"
878,4.99,"2005-05-27 23:00:25"
879,4.99,"2005-05-29 17:52:30"
880,4.99,"2005-05-31 09:12:13"
881,6.99,"2005-06-17 03:53:18"
882,0.99,"2005-06-17 23:39:11"
883,5.99,"2005-06-19 08:22:09"
884,1.99,"2005-06-20 02:02:05"
885,2.99,"2005-07-06 00:11:13"
886,2.99,"2005-07-07 22:48:34"
887,2.99,"2005-07-08 15:33:32"
888,0.99,"2005-07-08 20:37:11"
889,9.99,"2005-07-09 15:57:15"
890,0.99,"2005-07-10 13:13:18"
891,2.99,"2005-07-10 23:22:01"
892,3.99,"2005-07-11 07:58:07"
893,2.99,"2005-07-12 00:49:05"
894,6.99,"2005-07-27 04:34:07"
895,5.99,"2005-07-27 23:23:36"
896,2.99,"2005-07-28 07:26:14"
897,5.99,"2005-07-29 05:52:26"
898,2.99,"2005-07-29 07:46:29"
899,2.99,"2005-07-30 01:42:03"
900,4.99,"2005-08-02 09:22:25"
901,4.99,"2005-08-17 12:54:47"
902,9.99,"2005-08-18 09:50:40"
903,8.99,"2005-08-20 10:31:23"
904,1.99,"2005-08-20 17:16:10"
905,0.99,"2005-08-20 23:18:54"
906,5.99,"2005-08-21 16:32:32"
907,2.99,"2005-05-26 02:28:36"
908,10.99,"2005-06-15 09:46:33"
909,8.99,"2005-06-20 22:21:10"
910,5.99,"2005-07-07 06:01:48"
911,0.99,"2005-07-09 20:49:12"
912,4.99,"2005-07-10 11:14:48"
913,0.99,"2005-07-11 16:36:17"
914,4.99,"2005-07-28 14:53:06"
915,4.99,"2005-07-30 06:31:45"
916,4.99,"2005-07-30 08:17:24"
917,1.99,"2005-07-30 14:26:11"
918,2.99,"2005-08-01 04:59:30"
919,4.99,"2005-08-02 00:27:12"
920,7.99,"2005-08-19 16:25:00"
921,2.99,"2005-08-20 14:50:57"
922,7.99,"2005-08-20 18:11:44"
923,0.99,"2005-08-20 20:12:19"
924,0.99,"2005-08-21 18:29:13"
925,5.99,"2005-08-22 11:43:04"
926,2.99,"2005-08-22 12:28:01"
927,0.99,"2006-02-14 15:16:03"
928,4.99,"2005-06-17 04:29:58"
929,5.99,"2005-06-18 05:29:52"
930,0.99,"2005-06-20 20:35:28"
931,3.99,"2005-07-06 00:24:25"
932,2.99,"2005-07-06 20:09:11"
933,4.99,"2005-07-09 10:22:31"
934,4.99,"2005-07-10 06:49:00"
935,5.99,"2005-07-10 21:32:06"
936,2.99,"2005-07-27 02:15:01"
937,2.99,"2005-07-27 06:09:30"
938,0.99,"2005-07-27 21:20:52"
939,3.99,"2005-07-30 11:17:33"
940,0.99,"2005-08-01 11:52:32"
941,4.99,"2005-08-01 14:58:14"
942,0.99,"2005-08-02 08:05:19"
943,2.99,"2005-08-16 23:18:47"
944,4.99,"2005-08-17 07:15:47"
945,2.99,"2005-08-18 04:57:59"
946,2.99,"2005-08-18 16:42:45"
947,0.99,"2005-08-18 18:36:16"
948,4.99,"2005-08-19 21:21:47"
949,2.99,"2005-08-20 17:55:13"
950,5.99,"2005-08-21 20:32:08"
951,7.99,"2005-08-21 20:54:32"
952,3.99,"2005-05-25 06:05:20"
953,6.99,"2005-05-27 15:34:01"
954,0.99,"2005-06-16 04:09:08"
955,2.99,"2005-06-17 10:47:24"
956,4.99,"2005-06-18 03:50:18"
957,0.99,"2005-06-18 03:52:14"
958,2.99,"2005-06-19 16:15:56"
959,4.99,"2005-06-20 17:53:30"
960,2.99,"2005-07-06 05:03:59"
961,4.99,"2005-07-07 06:14:51"
962,0.99,"2005-07-09 00:48:49"
963,2.99,"2005-07-09 01:46:45"
964,0.99,"2005-07-09 16:34:07"
965,5.99,"2005-07-10 21:26:31"
966,0.99,"2005-07-10 23:47:08"
967,5.99,"2005-07-11 09:13:08"
968,4.99,"2005-07-11 22:44:34"
969,4.99,"2005-07-12 05:39:50"
970,4.99,"2005-07-12 05:56:38"
971,4.99,"2005-07-27 06:54:12"
972,6.99,"2005-07-29 22:20:21"
973,5.99,"2005-07-30 04:03:58"
974,2.99,"2005-07-30 06:07:42"
975,6.99,"2005-07-31 02:59:20"
976,1.99,"2005-08-02 15:32:32"
977,7.99,"2005-08-02 20:59:52"
978,4.99,"2005-08-17 04:50:56"
979,4.99,"2005-08-17 21:02:19"
980,2.99,"2005-08-20 10:31:01"
981,0.99,"2005-08-21 00:53:09"
982,2.99,"2005-08-21 01:31:51"
983,4.99,"2005-08-21 22:25:09"
984,0.99,"2005-05-27 04:53:11"
985,0.99,"2005-05-29 04:35:29"
986,0.99,"2005-06-19 16:05:41"
987,0.99,"2005-07-07 08:15:03"
988,4.99,"2005-07-08 04:58:48"
989,4.99,"2005-07-08 14:54:42"
990,0.99,"2005-07-09 20:07:09"
991,0.99,"2005-07-11 02:37:51"
992,6.99,"2005-07-27 09:06:13"
993,0.99,"2005-07-28 01:35:17"
994,6.99,"2005-07-28 11:59:45"
995,0.99,"2005-07-28 18:35:12"
996,2.99,"2005-07-29 05:52:50"
997,4.99,"2005-07-30 03:20:38"
998,2.99,"2005-07-30 18:52:19"
999,0.99,"2005-07-31 11:11:10"
1000,2.99,"2005-08-01 11:53:17"
